;Texto;Valor
531;Bolsonaro resgatou o Nordeste que Lula havia sequestrado!;2
532;Bolsonaro me enganou, ele é muito melhor que eu imaginava.... Hoje é o melhor presidente do mundo na atualidade!!!;0
533;Tem gente surpresa com a volta do antipetismo na véspera da eleição Meu amigo, o Lula foi preso, o Palloci devolveu 100 milhões de reais roubados, o Dirceu foi preso Fizeram a escolha de empurrar isso aí pro povo mesmo tendo o Ciro Gomes, honesto, super competente e preparado.;2
534;“As pessoas estão presas em uma narrativa da mídia, do sistema educacional e de muitos militantes do Judiciário que defendem a ideia de que os presos são coitados. Imagine se o Lula ganhar as eleições...” Roberto Motta, ex-secretário do Conselho de Segurança Pública do RJ;0
535;TSE manda apagar vídeo em que Lula pede voto. Se fosse o Bolsonaro o TSE mandava tirar a candidatura.;2
536;Morei no exterior durante anos mas escolhi voltar ao Brasil. Sabe por que? porque eu amo o meu país! Não existe lugar melhor para viver. Eu escolhi lutar pela minha pátria ao lado do presidente Bolsonaro.;0
537;Copie e Cole. Quem  for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda! @Nilsonhandebol @LulaOficial;1
538;Lula consegue mega frente ampla, terá o apoio de 9 partidos, Bolsonaro terá o apoio de 3, Simone Tebet de 2 e Ciro Gomes terá o apoio da AirFrance que deve ter promoções em passagens de primeira-classe pra Paris.;1
539;Fiúza” o Lula só ganha do Bolsonaro se as urnas tiver vontade própria, e se as urnas tiver vontade própria, é fraude.”  Tiro o chapéu, sou fã;0
540;Dia 22 de agosto, vamos para a porta do estúdio do JN da globolixo, dar uma força para o presidente Bolsonaro! Ele não está só nessa caminhada!;0
541;Com o fim das saidinhas, a chance de Bolsonaro ganhar no 1° turno aumenta imensamente.;1
542;Faltam pouco mais de 100 seguidores para 2000 uhuhhhhh Copie e cole. Quem  for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda! Da uma força aí @Nilsonhandebol;1
543;Bolsonaro gravar vídeo pedindo dinheiro para o partido do mensaleiro Valdemar Costa Neto comprova definitivamente que o bolsonarismo se tornou linha auxiliar dos corruptos do Centrão. Em 2018, este fim trágico não passou pela cabeça nem dos direitistas mais pessimistas.;0
544;Grupos de esquerda criticando o presidente da República pela sanção do piso salarial de enfermeiros, técnicos, auxiliares e parteiras em ano eleitoral. Volto a dizer: esses profissionais buscaram tal conquista há mais de 20 anos. Só conseguiram agora, na gestão de Jair Bolsonaro.;1
545;O advogado da família Bolsonaro. Dizendo que os órgãos de controle e combate à corrupção. São quadrilhas. Agora pode rir;2
546;Preço dos combustíveis abaixando de novo? Culpa do Bolsonaro!;0
547;URGENTE! Bolsonaro veta parte da lei do piso da Enfermagem. Lutaremos no congresso pela derrubada do veto, para que a vitória da categoria seja completa. A mobilização continua por um salário digno para os trabalhadores dessa atividade tão fundamental! #PisoDaEnfermagemJá;2
548;É fato, é realidade. Bolsonaro fez pela classe de enfermagem o que nenhum outro presidente fez nos últimos 20 anos: sanção do piso salarial tão almejado pelos profissionais de Saúde. Goste ou não, concorde ou não. Não importa. O fato é que a conquista veio na gestão de Bolsonaro.;1
549;De quem é o avião do Lula? De algum amigo?;0
550;LULA TERROR DO BOLSONARO, é isso?;0
551;URGENTE: Câmara dos Deputados aprova com 311 votos favoráveis o projeto que acaba com a saída temporária de presos. PT e PSB votaram CONTRA pra ficarem alinhados com o Lula, o defensor de presidiários.;1
552;A Lava-Jato não destruiu o PT e nem o Lula. Está aí a realidade mostrando isso. A Lava-Jato destruiu o Brasil.;2
553;Dúvida Em quantos veículos de mídia você viu a notícia que o Bolsonaro APROVOU a criação de pistas de pouso sem necessidade de avisar a ANAC, facilitando a vida de traficantes de armas, drogas e garimpeiros ilegais. Você viu essa notícia?;1
554;As vacinas estão sobrando. Culpa do Bolsonaro né?;0
555;hj eu já vi uns 10 stories com a mensagem “agronegócio deve ser eliminado da terra, diz Lula e MST”, achei que lula realmente tivesse falado isso, pq é o que da a entender. Li a notícia. Um artigo de opinião bem sensacionalista, sendo o autor um minion;2
556;Depois que Janones se aproximou do Lula, o TRE-MG cassou o seu mandato de deputado federal e de outros parlamentares do Avante. O processo estava parado por 3 anos. Ele pode ficar inelegível! Vejam só o que se tornou o Brasil de Bolsonaro!;0
557;Resumindo a entrevista do mito no SBT: não roubando e deixando o povo trabalhar, o Brasil vai para frente!!! Bolsonaro 22!!!;0
558; URGENTÍSSIMO O TSE explicou hoje que o acesso ao código-fonte das urnas, solicitado pelo Ministério da Defesa – que chegou a impor prazo de resposta ao tribunal, já foi concedido há quase um ano. O PL, partido de Bolsonaro, não teve interesse em fazer a inspeção.;1
559;"""Eu vou provar que um torneiro mecânico é capaz de consertar o país que os doutores destruiram."" Luiz Inácio Lula da Silva";2
560;"Enquanto certa militância corre para distorcer todas as falas do Ciro, Lula diz toda sorte de absurdos e passa batido. Separei aqui algumas para a gente relembrar nesse : - Disse não querer fazer reforma tributária pois é ""complexa"" (em um dos países mais desiguais do mundo) +";0
561;"""Bolsonaro  não é domado. Falas de que ele está desobedecendo marketeiros, ou na contramão do que pensam os organizadores da campanha, isso não existe, é balela. Esse é o presidente com sua coragem de demarcar as competências dos Poderes” José Maria Trindade.";2
562;BRASIL: Jornal Nacional definem as datas das entrevistas com os candidatos Lula e Bolsonaro. O Petista dará entrevista de 40 minutos no dia 25/08. Jair, também com 40 minutos, dará no dia 22/08. Eles ficarão de frente com William Bonner e Renata Vasconcellos. #Eleições2022;1
563;Que história é essa de CORNOS COM BOLSONARO?;2
564;Gravíssimo: bolsonarista preso após ameaçar Lula e ministros do STF estava em grupo com outros extremistas e tinha planos de explodir bombas em Brasília e cometer outras atrocidades. O Brasil irá se libertar do Bolsonarismo. Você irá definir nosso futuro!;0
565;Michelle Bolsonaro tá sendo criticada pela GLOBO por levar evangélicos para orar de noite no Planalto? Por que odeiam tanto os cristãos?;2
566;Michele Bolsonaro precisa entender que o Estado é laico e que o palácio não é igreja.;2
567;Menor consumo médio de carne bovina nos últimos 30 anos. Parabéns, Bolsonaro.;0
568;Alguém me ajuda? Estou precisando de uma foto do Lula da Silva trabalhando, alguém já viu alguma?;0
