;Texto;Classificação
507;11:59 - Vejam como Lula está com um vigor incrível, além da coxa sarada e do tesão de um jovem ao lado da nova mulher, ele pegou a caneta no chão na frente dos empresários! 00:01 - Lula cancela compromissos da agenda por não estar se sentindo muito bem...;Neutro
508;Ato pela democracia é meu pau de óculos. O nome correto é ato pela cleptocracia, afinal todo mundo sabe que foi em prol do Lula. Lembrando que a Coreia do Norte se chama “República Popular DEMOCRÁTICA da Coreia” e foi a República DEMOCRÁTICA Alemã que construiu o muro de Berlim.;Negativo
509;Bolsonaro no Rica Perrone sábado às 10:30;Neutro
510;Lula fugiu hoje de novo? Qual foi a desculpa? Disse que a dor de barriga ainda não passou?;Positivo
511;Uma saudação especial ao Flávio Bolsonaro pelo dia do advogado.  Ele é o unico advogado que eu ouvi falar  que comprou mansão com  dinheiro ganho como  advogado sem nunca ter atuado em nenhum caso.  O cara é muito bom mesmo .;Neutro
512;Em certo momento do debate Ciro se virou pra Bolsonaro e disparou uma série de acusações de corrupção, até dos imóveis comprados em espécie, só foi interrompido pelo tempo. Mas pra luletes e pra grande mídia petista, Ciro pegou leve com Bolsonaro. E Lula, onde estava?;Neutro
513;Mais uma vez se repete o absurdo: os gêmeos fujões Lula e Bolsonaro abandonam o debate, e a imprensa que se diz livre e democrática rende-se ao jogo sórdido e autoritário e cancela o evento. Quem fica devendo mais à democracia?;Negativo
514;BRAGA NETTO NO TCU O Ministério Público acionou o TCU para barrar salários de R$ 1 milhão de militares do governo Jair Bolsonaro (PL). Entre os beneficiados encontra-se Braga Netto, vice na chapa para reeleição do presidente.;Positivo
515;INTENÇÃO DE VOTO DOS EVANGÉLICOS/DATAFOLHA - 1° TURNO: 03/Out/2014  Dilma: 33%  Aécio: 15% 04/Out/2018  Haddad: 16%  Bolsonaro: 42% Ago/2022  Lula: 33%  Bolsonaro: 43%;Positivo
516;Bolsonaro DISPAROU !;Neutro
517;O Silas Malafaia é contra o divórcio, mas realizou o terceiro casamento do Bolsonaro. Pastores bolsonaristas mudam as regras conforme o cliente.;Negativo
518;A derrota do Lula será uma porrada jamais vista na esquerda. Representa a derrota do seu maior e mais popular líder, e junto a isso, serão mais 4 anos de Brasil sendo reconstruido e com mais pessoas despertando sobre a verdade. O Brasil vai dar certo.;Positivo
519;O Bolsonaro não conseguiu dar 5% de aumento para uma determinada categoria. Foi proibido pelo STF.  Mas o mesmo STF se dá um aumento de 18%;Positivo
520;Sabe o que tem em comum todos os ricos que apoiam Bolsonaro? Impostos atrasados.;Negativo
521;Estou assistindo o Bolsonaro no Flow pela segunda vez... Ele é o melhor presidente do Brasil mesmo, não tem como kkkkkkkk;Negativo
522;O Executivo propõe aumentar o auxílio Brasil e a ex-imprensa condena Bolsonaro. O 5TF propõe aumentar o próprio salário e a ex- imprensa...cri, cri, cri!;Neutro
523;Ideia de date: ir na posse do Lula juntos;Neutro
524;Todo cristão que é cristão de verdade, deve repudiar o ódio da Michelle Bolsonaro sobre outras religiões, Jesus e seus ensinamentos, falam de, amor, união, paz e bondade. E não de ódio, preconceito, radicalização e ataques. O respeito deve ser cívico.;Neutro
525;A cada voto q converto do Lula ou do Bolsonaro pro Ciro é uma vitória. Pq tentar convencer as pessoas q essas duas opções n são as melhores e nem as únicas dá trabalho... Mas se tem uma coisa q percebi fazendo isso é q tem muita gente perdida nos posicionamentos políticos...;Negativo
526;"20  M I N U T O S Esse foi o tempo que o PR Bolsonaro precisou de exposição no Flow p/ superar a audiência do ex-presidiário no ""Podpah"". Às 19h25 o programa já tinha cerca de 300 mil espectadores simultâneos Os likes já superam 1 milhão em 1 dia. Do Lula são 799 mil em 8 meses";Positivo
527;Muitos não entendem a gravidade da declaração da Michelle Bolsonaro, gente que não faz ideia do que é viver na mira de uma estrutura de poder montada para te destruir: pois é exatamente isso que essa teocracia difusa que nos domina representa para o povo de terreiro.;Negativo
528;O maior marketeiro de Bolsonaro se chama Jair Messias Bolsonaro.;Positivo
529;Para os petistas que acharam o máximo o Lula bater 270 mil e estão  vendo o Bolsonaro chegar aos 600 mil no Flow, vendo lenços.;Positivo
530;Você assiste 5 minutos da entrevista do Bolsonaro no Flow e acha que mora na Suécia;Neutro
531;Bolsonaro Mito 2022! Todo isentão está decidindo o voto hoje!;Neutro
532;Vcs lembram de como os petistas se vangloriaram com o PodPah do Lula que bateu 270k pessoas?! Pois é. Eles devem estar desesperados com essa audiência do Bolso no Flow hoje...;Positivo
533;Assisti 3 minutos do Flow Podcast e o Bolsonaro já mentiu mais que eu na minha vida inteira. E o filha das putas mente sem esboçar. É dom.;Neutro
534;"Muita gente comemorando que BOLSONARO superou loola em audiência no PODCAST. Mais de 500 mil pessoas acompanharam o programa ao vivo. Foi praticamente o dobro da audiência do ""nine"". Mas eu não estou surpreso, alguém está?";Negativo
535;Uma verdadeira aula de Bolsonaro. Fachin deve estar bravo, muito bravo. 560 mil pessoas estão ouvindo o presidente destrinchar o inquérito do TSE e as propostas para as urnas das Forças Armadas. Histórico!;Positivo
536;meio milhão de pessoas ao vivo no flow com o Bolsonaro e 99% dos comentários são apoiando ele à reeleição. o que tem de errado com as pesquisas?;Positivo
537;presidente bolsonaro qual sua opiniao sobre a liberação do loló medicinal;Neutro
538;E triste demais ver ainda alguns amigos próximos e parentes ainda iludidos com Bolsonaro e Lula. A maioria entende que eles não são solução pra nada, mas entregam o voto a um pro outro não ganhar. Corromperam os próprios ideias pela briga de dois populistas.;Negativo
539;O futuro presidente do Tribunal Superior Eleitoral (TSE), Alexandre de Moraes, prometeu cassar o registro de candidatura de quem usasse fake news nas eleições. A serviçal de bolsonaro Damares Alves espalhou mentiras criminosas nas redes. Ou ela é punida ou o TSE não existe.;Positivo
540;Bolsonaro é o melhor presidente de todos os tempos. Paulo Guedes é o melhor ministro de economia de todos tempos. Fim de papo!;Positivo
541;“Lula está desesperado para ‘recuperar’ a Petrobras”, afirma jornalista Motivo: dobrar a meta do petrolão.;Positivo
542;Bolsonaro foi no Allianz na esperança de jantar depois do jogo, mas infelizmente o gramado era sintético e ele não pode matar sua fome. Ele demonstrou muita frustração no camarote. Em breve trago mais informações sobre o presidente;Neutro
543;Fonte Eleições: de olho no desempenho do Tarcísio hoje no debate. Tarcísio será um enorme promotor de Jair Bolsonaro em SP nessas eleições. Sua influência se dará, especificamente, nos indecisos que são movidos por pautas técnicas, entregas na sua gestão e reputação ilibada.;Positivo
544;Lula dobrou as vagas do ensino superior público em 2 mandatos. O PT inaugurou 18 universidades federais. De cada 4 federais do Brasil, uma foi criada nos governos petistas. Povo do PCB acusa o Lula de fomentar o ensino privado, mas não é ele que tá vendendo curso no youtube.;Positivo
545;obrigado palmeiras por salvar o domingo e vai tomar no cu bolsonaro;Negativo
546; #Eleicoes2022  - Primera Ronda Bolsonaro 40% Lula= 33% Ciro= 6%  Instituto Brasmarket/ Agosto;Neutro
547;A partir do ano que vem Lula será um presidente que, por um erro, um dia foi presidiário. Já Bolsonaro será um presidiário que, também por um erro, um dia foi presidente.;Negativo
548;A FIESP é o retrato do que Lula pretende fazer com todas as estatais do Brasil.;Positivo
549;Uma multidão sem fim em Recife somente para vê-lo. Bolsonaro, um fenômeno raro que precisa ser estudado com muito mais profundidade. Brasileiros, temos que aproveitar este Homem ao máximo.;Negativo
550;Bolsonaro resgatou o Nordeste que Lula havia sequestrado!;Negativo
551;Bolsonaro me enganou, ele é muito melhor que eu imaginava.... Hoje é o melhor presidente do mundo na atualidade!!!;Negativo
552;Tem gente surpresa com a volta do antipetismo na véspera da eleição Meu amigo, o Lula foi preso, o Palloci devolveu 100 milhões de reais roubados, o Dirceu foi preso Fizeram a escolha de empurrar isso aí pro povo mesmo tendo o Ciro Gomes, honesto, super competente e preparado.;Positivo
553;“As pessoas estão presas em uma narrativa da mídia, do sistema educacional e de muitos militantes do Judiciário que defendem a ideia de que os presos são coitados. Imagine se o Lula ganhar as eleições...” Roberto Motta, ex-secretário do Conselho de Segurança Pública do RJ;Positivo
554;TSE manda apagar vídeo em que Lula pede voto. Se fosse o Bolsonaro o TSE mandava tirar a candidatura.;Negativo
555;Morei no exterior durante anos mas escolhi voltar ao Brasil. Sabe por que? porque eu amo o meu país! Não existe lugar melhor para viver. Eu escolhi lutar pela minha pátria ao lado do presidente Bolsonaro.;Negativo
556;Copie e Cole. Quem  for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda! @Nilsonhandebol @LulaOficial;Negativo
557;Lula consegue mega frente ampla, terá o apoio de 9 partidos, Bolsonaro terá o apoio de 3, Simone Tebet de 2 e Ciro Gomes terá o apoio da AirFrance que deve ter promoções em passagens de primeira-classe pra Paris.;Positivo
558;Fiúza” o Lula só ganha do Bolsonaro se as urnas tiver vontade própria, e se as urnas tiver vontade própria, é fraude.”  Tiro o chapéu, sou fã;Positivo
559;Dia 22 de agosto, vamos para a porta do estúdio do JN da globolixo, dar uma força para o presidente Bolsonaro! Ele não está só nessa caminhada!;Neutro
560;Com o fim das saidinhas, a chance de Bolsonaro ganhar no 1° turno aumenta imensamente.;Positivo
561;Faltam pouco mais de 100 seguidores para 2000 uhuhhhhh Copie e cole. Quem  for votar no Lula, me segue que eu sigo de volta! Esquerda segue Esquerda! Da uma força aí @Nilsonhandebol;Negativo
562;Bolsonaro gravar vídeo pedindo dinheiro para o partido do mensaleiro Valdemar Costa Neto comprova definitivamente que o bolsonarismo se tornou linha auxiliar dos corruptos do Centrão. Em 2018, este fim trágico não passou pela cabeça nem dos direitistas mais pessimistas.;Positivo
563;Grupos de esquerda criticando o presidente da República pela sanção do piso salarial de enfermeiros, técnicos, auxiliares e parteiras em ano eleitoral. Volto a dizer: esses profissionais buscaram tal conquista há mais de 20 anos. Só conseguiram agora, na gestão de Jair Bolsonaro.;Positivo
564;O advogado da família Bolsonaro. Dizendo que os órgãos de controle e combate à corrupção. São quadrilhas. Agora pode rir;Neutro
565;Preço dos combustíveis abaixando de novo? Culpa do Bolsonaro!;Positivo
566;URGENTE! Bolsonaro veta parte da lei do piso da Enfermagem. Lutaremos no congresso pela derrubada do veto, para que a vitória da categoria seja completa. A mobilização continua por um salário digno para os trabalhadores dessa atividade tão fundamental! #PisoDaEnfermagemJá;Neutro
567;É fato, é realidade. Bolsonaro fez pela classe de enfermagem o que nenhum outro presidente fez nos últimos 20 anos: sanção do piso salarial tão almejado pelos profissionais de Saúde. Goste ou não, concorde ou não. Não importa. O fato é que a conquista veio na gestão de Bolsonaro.;Negativo
568;De quem é o avião do Lula? De algum amigo?;Positivo
569;LULA TERROR DO BOLSONARO, é isso?;Positivo
570;URGENTE: Câmara dos Deputados aprova com 311 votos favoráveis o projeto que acaba com a saída temporária de presos. PT e PSB votaram CONTRA pra ficarem alinhados com o Lula, o defensor de presidiários.;Positivo
571;A Lava-Jato não destruiu o PT e nem o Lula. Está aí a realidade mostrando isso. A Lava-Jato destruiu o Brasil.;Negativo
572;Dúvida Em quantos veículos de mídia você viu a notícia que o Bolsonaro APROVOU a criação de pistas de pouso sem necessidade de avisar a ANAC, facilitando a vida de traficantes de armas, drogas e garimpeiros ilegais. Você viu essa notícia?;Positivo
573;As vacinas estão sobrando. Culpa do Bolsonaro né?;Positivo
574;hj eu já vi uns 10 stories com a mensagem “agronegócio deve ser eliminado da terra, diz Lula e MST”, achei que lula realmente tivesse falado isso, pq é o que da a entender. Li a notícia. Um artigo de opinião bem sensacionalista, sendo o autor um minion;Negativo
575;Depois que Janones se aproximou do Lula, o TRE-MG cassou o seu mandato de deputado federal e de outros parlamentares do Avante. O processo estava parado por 3 anos. Ele pode ficar inelegível! Vejam só o que se tornou o Brasil de Bolsonaro!;Positivo
576;Resumindo a entrevista do mito no SBT: não roubando e deixando o povo trabalhar, o Brasil vai para frente!!! Bolsonaro 22!!!;Negativo
577; URGENTÍSSIMO O TSE explicou hoje que o acesso ao código-fonte das urnas, solicitado pelo Ministério da Defesa – que chegou a impor prazo de resposta ao tribunal, já foi concedido há quase um ano. O PL, partido de Bolsonaro, não teve interesse em fazer a inspeção.;Negativo
578;"""Eu vou provar que um torneiro mecânico é capaz de consertar o país que os doutores destruiram."" Luiz Inácio Lula da Silva";Negativo
579;"Enquanto certa militância corre para distorcer todas as falas do Ciro, Lula diz toda sorte de absurdos e passa batido. Separei aqui algumas para a gente relembrar nesse : - Disse não querer fazer reforma tributária pois é ""complexa"" (em um dos países mais desiguais do mundo) +";Positivo
580;"""Bolsonaro  não é domado. Falas de que ele está desobedecendo marketeiros, ou na contramão do que pensam os organizadores da campanha, isso não existe, é balela. Esse é o presidente com sua coragem de demarcar as competências dos Poderes” José Maria Trindade.";Neutro
581;BRASIL: Jornal Nacional definem as datas das entrevistas com os candidatos Lula e Bolsonaro. O Petista dará entrevista de 40 minutos no dia 25/08. Jair, também com 40 minutos, dará no dia 22/08. Eles ficarão de frente com William Bonner e Renata Vasconcellos. #Eleições2022;Positivo
582;Que história é essa de CORNOS COM BOLSONARO?;Positivo
583;Gravíssimo: bolsonarista preso após ameaçar Lula e ministros do STF estava em grupo com outros extremistas e tinha planos de explodir bombas em Brasília e cometer outras atrocidades. O Brasil irá se libertar do Bolsonarismo. Você irá definir nosso futuro!;Positivo
584;Michelle Bolsonaro tá sendo criticada pela GLOBO por levar evangélicos para orar de noite no Planalto? Por que odeiam tanto os cristãos?;Negativo
585;Michele Bolsonaro precisa entender que o Estado é laico e que o palácio não é igreja.;Negativo
586;Menor consumo médio de carne bovina nos últimos 30 anos. Parabéns, Bolsonaro.;Positivo
587;Alguém me ajuda? Estou precisando de uma foto do Lula da Silva trabalhando, alguém já viu alguma?;Neutro
588;A nova ideia genial de Bolsonaro: cancelar urnas em que ele perdeu e validar as que ele ganhou. Toma vergonha! Chora na cama, que é lugar quente...;Neutro
589;Resumindo: a lei exige que todas as urnas sejam auditáveis e as anteriores a 2020 não são. Desta feita, restam ao TSE duas opções: 1. Descartar as urnas não-auditáveis. 2. Entregar o código-fonte e provar que essas urnas são auditáveis. De um jeito ou de outro, Bolsonaro;Negativo
590;ATENÇÃO: Apesar da contestação do PL e do futuro ex-presidente Jair Bolsonaro, não há indícios de fraude no sistema de votação. A segurança das urnas já foi comprovada pelo TCU, a OAB e pelas Forças Armadas. Lula foi eleito e nada muda o destino de Bolsonaro.;Positivo
591;URGENTE! O Governo Bolsonaro bloqueia mais R$ 5,7 bi e amplia risco de paralisação de serviços públicos em 2022. Pode faltar dinheiro até para pagar a conta de luz. O resumo é um só: BOLSONARO DESTRUIU O BRASIL.;Positivo
592;Relatório de auditoria das urnas aponta Bolsonaro presidente legítimo do Brasil. LULA NO PODER É GOLPE.;Positivo
593;Entendam: o caminho que bolsonaro abriu é só de ida. Não tem opção de dar marcha ré e nem meia volta. É pra frente, só pra frente.;Negativo
594;Bolsonaro 51% Subam essa Tag , vai;Neutro
595;Não assisto a globolixo há um tempão,  mas estou mega ansiosa pra assistir logo, logo,  o momento em que Willian Boner tristemente anunciará:  Lula deseleito e Jair Bolsonaro REELEITO! Quem mais?;Negativo
596;O Brasil estava há 4 anos isolado do mundo. E não foi o mundo que isolou o nosso país, foi o Brasil que se isolou. Estou feliz com as viagens e conversas que tivemos na última semana, porque nosso país retomou a sua habitual atitude democrática: conviver com o mundo. Bom dia.;Negativo
597;Lembra do pessoal que reclamava que o Lula havia gasto R$300 mil no cartão corporativo em 8 anos e que a Dilma havia gasto R$350 mil em 5 anos? Pois é, agora eles não tem mais com o que se preocupar, já que Bolsonaro gastou apenas 9,8 milhões em 11 meses.;Negativo
598;Usar de meios ilegais para impedir a reeleição do Bolsonaro é um atentado gravíssimo contra a democracia. Em outras palavras isso é GOLPE!;Negativo
599;“Supremo é o povo” e os 60 milhões que votaram no Lula era cachorro é?;Positivo
600;"Passei na esgotosfera agora. Em resumo, eis a reação dos petralhas: questionar a credibilidade do Valdemar (nada importa aqui), chamar Bolsonaro de ""mau perdedor"" (irrelevante) ou insinuar golpismo (ridículo). O que nenhum fez foi rebater o que os técnicos mostraram!";Positivo
601;Bolsonaro 51%? Não... O certo é: Bolsonaro 51 imóveis comprados com dinheiro vivo, taokei?;Neutro
602;Ação de Bolsonaro no TSE é chicana que tem de ser punida como litigância de má fé. Chega de catimba, de irresponsabilidade, de insultos às instituições e à democracia. A eleição foi decidida no voto e o Brasil precisa de paz para construir um futuro melhor;Positivo
603;O general Heleno era esperado nesta manhã na Comissão de Fiscalização da Câmara, por requerimento meu, para depor sobre interferência da Abin na investigação da PF sobre Renan Bolsonaro. Mas não compareceu, assessoria informou em cima da hora que foi por motivos de saúde.;Neutro
604;Bolsonaro tá recluso, fugindo do seu dever de presidente. Isso é estratégico para inflar sua horda contra a Democracia e desestabilizar o processo de transição. Tá tentando sobreviver na política porque sabe que a gente vai descobrir o que tá escondido no esgoto de seu governo.;Neutro
605;**** Entendo a irritação das pessoas, mas precisamos de racionalidade. Fábio Faria e Ciro Nogueira foram criticados por apoiadores do governo, ok.        Pergunta - o Bolsonaro perdeu, o gov já acabou, pq eles ainda continuam Ministros? Pensem…;Negativo
606;Só tem o Alexandre de Moraes trabalhando em Brasília?! O que está sendo feito pelos nossos deputados e senadores que apoiaram Lula p/ responsabilizar terroristas que tocaram fogo em carretas e que tentaram fraudar a eleição?!;Negativo
607;#BolsonaroReeleito Bolsonaro 51% Reeleito;Neutro
608;Se foi prevaricação ou conivência eu não sei, mas nunca vi ninguém foder tanto o Brasil quanto o Bolsonaro, comparem o país de 2018 com o de agora, naquela época existia o mínimo de estabilidade jurídica, política e liberdade de expressão, fora que até o mula estava preso.;Positivo
609;BOLSONARO 51 imóveis comprados com dinheiro vivo. Comente: BOLSONARO NA CADEIA;Neutro
610;Não sei vocês, mas todos os dias eu acordo e vou direto para o telefone na esperança de que algo gigantesco aconteça. Isso está mexendo com a vida de todos. Ninguém mais tem uma vida normal desde que Bolsonaro fez despertar o Gigante Adormecido. Que Deus abençoe a nossa nação!;Negativo
611;Bolsonaro roubou o dinheiro do povo e deu pra uma empresa de fachada chamada “rei das bandeiras”. Quem me passou essas informações foi o Min. das Comunicações, que depois viu a merda que fez e voltou atrás. Cadê o jornalismo investigativo? Estão ocupados com a blusa da janja?;Negativo
612;Lula não provou sua inocência, mostrou que o STF é mais CORRUPTO do que ele. Fato. Concordam?;Negativo
613;Lira se desespera para aprovar PEC do rombo que prometeu a Lula: “O tempo é muito curto” Toma vergonha, Traíra!!;Positivo
614;Lamentável e revoltante ver o tamanho e magnitude da destruição feita por madeireiros dentro de terras indígenas na Amazônia. Criminosos empoderados pelo governo Bolsonaro.;Neutro
615;BOLSONARO NÃO PODE FICAR IMPUNE. Segue o .;Negativo
616;espero que o lula crie um decreto pro dia do cabelo maluco no pais inteiro;Negativo
617;Bolsonaro não passar a faixa para Lula é uma questão de respeito a história do Brasil. Já basta o pesadelo de ver um chefe de quadrilha subindo a rampa do Palácio. Quem dirá receber a faixa de um presidente honesto e decente.;Positivo
618;Lula não gastou 9,4 mil euros em restaurante português, mas Bolsonaro gastou mais de R$ 3,5 milhões em alimentação no avião presidencial;Positivo
619;Bolsonaro é um caminho sem volta, você começa alterando a foto do perfil, compra camisa, adesiva o telefone, troca a foto da tela, quando vê foi excluído por amigos, grupo da família, vira amigo de quem nunca viu na vida e só fala de política, é um caminho sem volta, e viciante.;Neutro
620;Estão escondendo o que? Estão com MEDO de que ? A PGR trava há três meses o acesso da PF a dados da CPI da COVID em investigações sobre Bolsonaro. É VERGONHOSO ver uma instituição, que deveria ser independente, acobertando crimes. Mas reforço: a VERDADE vai aparecer!;Neutro
621;Prezado Bolsonaro! Soube que anda muito triste. Sem motociatas, templos, cercadinho e lives, certamente a vida ficou muito chata. Se o Sr renunciar poderá sair mais cedo para curtir a vida com D. Michelle. Por fim, não confie seu destino a Valdemar, viu? Ele é muito espertinho!;Neutro
622;Como pode ? PRF diz que falta dinheiro para manutenção de viaturas na reta final do governo Bolsonaro.Foi a Polícia mais valorizada com os maiores investimentos tanto que o Chefe é apaixonado pelo Bolsonaro . E vcs viram o que ele foi capaz de fazer .;Positivo
623;Estão assistindo aos jogos da Copa?;Neutro
624;Gente, sério, cadê o Bolsonaro? Será que vai continuar escondido no Palácio do Planalto, como faz uma criança na hora de ir pra escola?;Neutro
625;Lula já sinalizou que pretende voltar com o imposto sindical obrigatório. O peso disso? R$ 4 BILHÕES por ano descontados do bolso dos brasileiros. Faz o L.;Negativo
626;"Vejam vocês que estão levantando a tag: GLOBO INVESTIGUE BOLSONARO. A Globo não investigará Bolsonaro, porque a Globo é uma das porta-vozes do ""Mercado"" e Bolsonaro é o Office Boy de Paulo Guedes, o operador do ""Mercado"" presidente de fato durante 4 anos. Sigam a @AuditoriaCidada";Positivo
627;LULA CADE A MACONHAAAAAAAAAAAAAAAA;Positivo
628;Esse discurso da Globo colocando a Tebet como referência máxima e exemplo do feminismo e da democracia tá me fazendo desejar que Lula monte um gabinete ministerial só de homens cujo critério seja medido pelo calibre da rola. Que hipocrisia desgraçada.;Neutro
629;Lula daqui a pouco terá câncer nos ovos, de tanto que os jornalistas lambem suas bolas!;Positivo
630;41 DIAS PARA O FIM DO GOVERNO BOLSONARO;Positivo
631;Não está na hora de pôr um fim à baderna dos que pedem um golpe para impedir que Lula assuma a presidência da República?;Negativo
632;URGENTE! Alexandre de Moraes acaba de cancelar o passaporte do BANDIDO Allan dos Santos. Agora ele está está impedido de locomover para outro país a partir dos EUA. ALEXANDRE EU AUTORIZO;Positivo
633;O condenado não sobe a rampa! Quem crê diga amém!;Negativo
634;Não aceito novas eleições.  Bolsonaro agiu honestamente em toda a campanha. Anulem a chapa do bandido e declarem Bolsonaro o vencedor.;Negativo
635;O mercado pediu a cabeça de um ministro da Dilma porque comprou por engano uma tapioca de 8 reais no cartão corporativo, mas não ligou pro Bolsonaro que gastou 3 milhões por mês no mesmo cartão.;Negativo
636;A escravidão começava pelo esquecimento da humanidade do povo negro. E o racismo se mantém até hoje pelo esquecimento do processo que nos formou como nação. O Brasil foi o último país a abolir a escravidão nas Américas.;Positivo
637;Simone Tebet disse que Bolsonaro estava mudando a alma e o caráter do povo brasileiro. E por isso apoiou o ladrão. Ela tem razão, Bolsonaro plantou a semente do patriotismo e abriu os olhos da galera sobre quem são os verdadeiros inimigos do povo. #LadraoNaoSobeARampa;Positivo
638;Perdi tanta gente por causa de política que vou ter que passar o Natal na casa do Presidente Bolsonaro.;Neutro
639;Censura nas eleições Lula eleito com 100% dos votos em mais de 140 seções Impossibilidade de análise dinâmica do código fonte Padrão linear de resultado dos votos na apuração Urnas anteriores a 2020 com a mesma numeração Mas se vc achar isso estranho, o antidemocrático é vc!;Positivo
640;LUIZ INÁCIO LULA DA SILVA NUNCA MAIS SERÁ PRESIDENTE DO BRASIL. POSSO VÊ UM AMÉM???;Neutro
641;Molusco gastou num jantarzinho em lisboa, a bagatela de R$ 52.361,34! E Bolsonaro era massacrado porque comia Pizza na rua em Nova York!;Neutro
642;Boa sorte aos estudantes no segundo dia do ENEM. Agora falta pouco. Acreditem na educação e aproveitem bem cada oportunidade. Juntos construiremos o futuro do Brasil.;Neutro
643;Você, trabalhador que votou no 13, faz o L aí. Lula quer retomar o imposto sindical obrigatório pra tirar R$4 bilhões de quem trabalha para financiar seus amigos sindicalistas. Obrigatório, viu?;Negativo
644;Jair Messias Bolsonaro: Presidente do Brasil! Lula não será diplomado, não subirá a rampa e voltará para onde não deveria ter saído, a cadeia.;Negativo
645;Agora que ficou claro que a Ivermectina é mais eficaz e segura que a vacina no combate ao COVID, fica a pergunta: QUEM SÃO OS VERDADEIROS GENOCIDAS?;Negativo
646;Aumento de 39% nas mortes provocadas por batimentos cardíacos irregulares no Reino Unido. Aumento de 29.9% em infartos fatais entre jovens adultos nos EUA. Parece que muita gente ao redor do planeta que passou os últimos dois anos dizendo acreditar na Ciência está tendo agora;Positivo
647;Bolsonaro e Paulo Guedes pegaram um país com dois dígitos de desemprego. Eram 14/15 milhões de brasileiros humilhados, sem condições de proverem suas famílias. Pandemia veio, crises. Ainda assim, este número DESPENCOU nos últimos 4 anos. Emprego é o VERDADEIRO programa social.;Positivo
648;Parece com 64 no sentido de que os governadores de SP, Minas e Rio não vão reprimir ninguém pra valer. Vai ter de ser o Xandão e o Ministério do Interior do Lula. Bota o Alckmin pra bater. Esse sabe!;Positivo
649;A Michele fazia programa num hotel conhecido em Brasília. Não é segredo pra ninguém no congresso, inclusive, tem muita GP contratada em gabinete parlamentar sendo paga com dinheiro público. BOLSONARO CORNO #Bolsonarocorno;Positivo
650;Os bozolóides vão chorar na porta dos quartéis até 2030 que é o tempo do mandato de Lula. A boa notícia é que temos uma fonte infinita de memes.  Kkkkkk #Caminhoneiros #PATRIOTAS;Positivo
651;Primeira mão essa informação. O deputado Mauro Benevides Filho será anunciado na equipe de transição de Lula.;Positivo
652;Lula foi tíbio em seus dois mandatos. Tipo engoliu o Mentirão da Folha e do Barbosa, vergonha sobre a qual 1 dia escrevo um livro. Agora, não. Só tem 1 mandato. Hora de coragem!;Positivo
653;Ministro da Defesa do Lula vai ser um Honesto Civil. Entre os nomes estão: - Marcola PCC - Fernandinho Beira Mar CV - Ou Alguém da CPX.  O importante que o Amor venceu o Ódio Ps: É só um meme (ou não);Negativo
654;eu tô toda roxa e não sei pq;Negativo
655;Se têm tanta certeza que as eleições foram limpas, por que não entregam logo esse raio de código fonte?? Quem não deve, não teme!;Negativo
656;Fico triste quando vejo brasileiros e brasileiras morando em outros países porque não conseguiram encontrar oportunidades no Brasil. Em nosso governo, muita gente voltou porque recuperamos indústrias e criamos emprego. Espero que a gente faça isso mais uma vez.;Negativo
657;Nós podemos fazer um país melhor, um mundo melhor. Podemos fazer o Brasil voltar a ser uma potência.;Negativo
658;Nós sabemos que o povo pobre vai no médico e pega receita para um medicamento, mas não tem dinheiro para comprar. Por isso nós vamos voltar a investir no Farmácia Popular.;Negativo
659;Tô precisando urgente de um psiquiatra. Durmo e acordo pensando em politica. Não como mais. Trabalho pensando. Faço meu intervalo procurando notícias. Louca pra ler: Lula DESELEITO. Tô ficando doida;Negativo
660;TENHAM CERTEZA O Impulsivo vai recolocar o Bolsonaro na Presidência.;Neutro
661;Jair Messias Bolsonaro: Presidente do Brasil! Lula não será diplomado, não subirá a rampa e voltará para onde não deveria ter saído, a cadeia.;Negativo
662;"""Durante os 580 dias em que LULA esteve preso a PTezada ficou acampada em frente à PF fazendo barulho e baderna, trazendo muito incômodo p/os moradores locais, mas, em nenhum momento o STF classificou isso como manifestações antidemocráticas e não multou ninguém. Porque será?”";Negativo
663;A gente não quer violência. O que queremos é um país em paz. Com perspectiva e oportunidade de sobrevivência. Todos nós queremos aquilo que é essencial. Queremos o direito de ter uma casa, criar nossas famílias bem, com escolas de qualidade. Ver nossos filhos na universidade.;Positivo
664;"Usando uma gíria de onde ce mora, como ce diria: ""Resolva seus problemas""";Positivo
665;Min. Fachin proibiu operações policiais no RJ Min. Moraes proibiu operações da PRF nas eleições Min. Mendes proibiu investigação da PF na FGV Mas para alguns idiotas, quem não permite combate ao crime e corrupção é Bolsonaro.;Neutro
666;Lula não vai tomar posse e a esquerda já sabe disso.;Negativo
667;Neste perfil eu xingo, falo mal e escumungo o Lula o dia inteiro, e se você vier aqui pra defender, xingarei você também, tá okei!;Negativo
668;O Lula frauda tudo, pegou o avião emprestado pra levar sua turma, alugou uma sala onde fez um pulpito de papelão, alias papelão é o que ele fez tentando criar a ideia de que discursou na cop22 - que vergonha, fraudar a cop22?;Negativo
669;Pelo que você é grato hoje?;Negativo
670;O ministro da Educação do atual presidente dizia que universidade não era para todos. Eu quero que os filhos da classe trabalhadora estudem. O investimento em educação é o mais extraordinário que um país pode fazer.;Negativo
